Full Name,Academic Performance,Attendance Percentage,Seat Zone,Grades,Academic Stress,Motivation,Depression,Sleep Disorder,Study Life Balance,Family Pressures,Parents Marital Status,Family Income Level,Housing Status,Has Private Study Room,Daily Food Availability,Has School Uniform,Has Stationery,Receives Private Tutoring,Daily Study Hours,Works After School,Has Electronic Device,Device Usage Purpose,Has Social Media Accounts,Daily Screen Time,Social Media Impact On Studies,Content Type Watched,Plays Video Games,Daily Gaming Hours
Maria Rowe MD,Average,75.84,Back,Mathematics:60.24; Art:38.80; Physics:51.27; Chemistry:63.86; History:55.31; English Language:53.22; Geography:59.65; Biology:60.06,Moderate,Moderate,FALSE,High,Needs Improvement,High,Separated,3775.4,Rented,FALSE,TRUE,TRUE,TRUE,TRUE,3.7,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.7
Brenda Sims,Average,80.45,Back,Mathematics:68.08; Art:72.93; Physics:69.79; Chemistry:68.63; History:60.48; English Language:75.87; Geography:70.80; Biology:71.59,Moderate,High,FALSE,Not Specified,Good,High,Divorced,4051.06,Shared,FALSE,FALSE,FALSE,TRUE,TRUE,5.4,FALSE,TRUE,Other,TRUE,2.6,Negative,Other,FALSE,0
James Hunt,Good,89.19,Back,Mathematics:86.67; Art:90.28; Physics:88.25; Chemistry:92.36; History:81.63; English Language:82.69; Geography:90.42; Biology:86.46,High,Moderate,TRUE,Moderate,Needs Improvement,High,Separated,4711.36,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,4.7,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Carmen Jennings,Average,89.1,Back,Mathematics:46.93; Art:57.02; Physics:50.49; Chemistry:57.60; History:58.30; English Language:54.90; Geography:48.88; Biology:51.74,High,High,FALSE,High,Moderate,High,Separated,4648.93,Owned,TRUE,FALSE,TRUE,FALSE,FALSE,3.8,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Laura Wheeler,Average,96.82,Front,Mathematics:46.34; Art:55.25; Physics:47.13; Chemistry:46.72; History:46.05; English Language:46.40; Geography:57.00; Biology:41.67,High,Low,FALSE,High,Moderate,High,Single,3632.42,Temporary Shelter,TRUE,TRUE,FALSE,TRUE,FALSE,5.5,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Jaime Alexander,Average,79.47,Front,Mathematics:36.00; Art:39.86; Physics:41.57; Chemistry:44.16; History:36.93; English Language:44.35; Geography:40.49; Biology:37.12,Moderate,Moderate,TRUE,Not Specified,Needs Improvement,Low,Widowed,4307.98,Rented,FALSE,FALSE,FALSE,TRUE,TRUE,2.2,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Leonard Perry,Average,76.76,Back,Mathematics:57.86; Art:44.28; Physics:54.13; Chemistry:51.86; History:48.14; English Language:55.39; Geography:56.55; Biology:64.65,High,Moderate,TRUE,Low,Moderate,None,Married,1606.33,Not Specified,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,TRUE,TRUE,Entertainment,TRUE,1.7,Positive,Gaming,TRUE,1.5
Michael Nguyen,Average,88.71,Side,Mathematics:41.52; Art:48.20; Physics:36.74; Chemistry:37.41; History:39.24; English Language:48.62; Geography:42.10; Biology:44.27,Low,High,FALSE,Low,Good,None,Married,3281.52,Temporary Shelter,TRUE,FALSE,FALSE,TRUE,FALSE,2.8,FALSE,TRUE,Work,TRUE,1.9,None,Entertainment,FALSE,0
Deborah Garcia,Average,92.97,Front,Mathematics:60.56; Art:63.18; Physics:66.35; Chemistry:68.63; History:64.97; English Language:69.21; Geography:72.49; Biology:68.63,High,Low,TRUE,High,Good,Moderate,Separated,694.47,Owned,FALSE,FALSE,TRUE,FALSE,FALSE,4.4,TRUE,TRUE,Work,TRUE,3.9,Negative,None,FALSE,0
Bobby Nichols,Good,99.8,Middle,Mathematics:84.18; Art:89.85; Physics:94.63; Chemistry:88.45; History:86.81; English Language:86.68; Geography:91.50; Biology:97.61,Low,Moderate,TRUE,High,Moderate,Moderate,Separated,1167.23,Shared,FALSE,FALSE,FALSE,TRUE,TRUE,2.6,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Amanda Robbins,Average,82.68,Side,Mathematics:47.86; Art:37.44; Physics:44.73; Chemistry:35.22; History:40.39; English Language:36.81; Geography:36.44; Biology:42.91,High,High,FALSE,High,Moderate,None,Divorced,2279.98,Shared,FALSE,FALSE,TRUE,TRUE,TRUE,4.2,TRUE,TRUE,Other,FALSE,1.3,None,None,TRUE,1.4
Michael Carlson,Good,87.63,Front,Mathematics:70.61; Art:75.03; Physics:80.48; Chemistry:71.82; History:77.36; English Language:77.46; Geography:77.94; Biology:76.20,Low,Moderate,FALSE,Moderate,Needs Improvement,Low,Divorced,4543.94,Owned,TRUE,TRUE,TRUE,TRUE,FALSE,4.2,FALSE,TRUE,Education,TRUE,3.1,None,Educational,TRUE,1.5
Mark Farmer,Average,82.62,Front,Mathematics:71.11; Art:63.42; Physics:64.79; Chemistry:65.98; History:63.94; English Language:68.65; Geography:66.91; Biology:76.96,Low,High,TRUE,Moderate,Moderate,Low,Separated,3675.45,Rented,TRUE,TRUE,TRUE,TRUE,FALSE,5,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Amanda Scott,Average,82.31,Back,Mathematics:61.30; Art:66.59; Physics:61.67; Chemistry:58.83; History:56.97; English Language:63.69; Geography:63.89; Biology:66.74,Moderate,High,FALSE,Not Specified,Moderate,Moderate,Separated,2424.24,Temporary Shelter,TRUE,TRUE,FALSE,FALSE,TRUE,3.9,FALSE,TRUE,Education,TRUE,2,None,Educational,TRUE,0.6
Jeremiah Brown,Average,82.5,Side,Mathematics:68.27; Art:64.68; Physics:64.12; Chemistry:60.95; History:55.25; English Language:60.09; Geography:61.42; Biology:60.77,High,High,FALSE,Low,Needs Improvement,None,Separated,2548.63,Not Specified,FALSE,FALSE,TRUE,FALSE,FALSE,2.1,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Joe Rhodes,Average,87.39,Middle,Mathematics:51.73; Art:44.89; Physics:47.11; Chemistry:57.19; History:47.97; English Language:53.74; Geography:39.28; Biology:53.99,Low,High,TRUE,High,Needs Improvement,Low,Widowed,4534.03,Rented,FALSE,TRUE,FALSE,TRUE,FALSE,4.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Karen Good,Good,85.02,Middle,Mathematics:77.92; Art:70.82; Physics:74.03; Chemistry:73.59; History:73.74; English Language:86.51; Geography:83.08; Biology:80.16,Moderate,Low,TRUE,Low,Needs Improvement,Low,Widowed,3896.15,Owned,FALSE,TRUE,TRUE,TRUE,FALSE,3.9,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
John Rose,Average,89.27,Middle,Mathematics:45.68; Art:47.16; Physics:52.29; Chemistry:42.87; History:56.84; English Language:51.19; Geography:55.42; Biology:47.24,Moderate,Low,TRUE,High,Moderate,Moderate,Married,581.44,Temporary Shelter,TRUE,TRUE,TRUE,TRUE,TRUE,2.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Kara Fleming,Average,76.66,Back,Mathematics:58.27; Art:58.97; Physics:73.56; Chemistry:53.06; History:66.63; English Language:56.84; Geography:67.60; Biology:64.35,High,High,TRUE,High,Good,Low,Married,4219.92,Owned,TRUE,FALSE,FALSE,TRUE,TRUE,5.9,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.8
Marcus Lutz,Average,96.2,Middle,Mathematics:54.20; Art:52.41; Physics:58.99; Chemistry:54.84; History:59.59; English Language:47.06; Geography:52.89; Biology:59.09,High,Low,TRUE,Moderate,Needs Improvement,High,Single,1322.71,Rented,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Sara Roman,Average,88.13,Front,Mathematics:38.46; Art:55.82; Physics:43.99; Chemistry:49.96; History:49.75; English Language:47.09; Geography:46.68; Biology:57.03,High,Low,TRUE,Low,Needs Improvement,High,Widowed,3148.18,Shared,TRUE,TRUE,FALSE,TRUE,TRUE,3.2,FALSE,TRUE,Entertainment,TRUE,3.2,Negative,Sports,TRUE,1.9
Tammy Taylor,Good,83.84,Middle,Mathematics:89.86; Art:87.15; Physics:75.93; Chemistry:83.08; History:89.44; English Language:79.58; Geography:85.57; Biology:86.83,High,Moderate,TRUE,Moderate,Moderate,Moderate,Married,3261.77,Shared,FALSE,TRUE,TRUE,TRUE,TRUE,2.3,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.7
Briana Ruiz,Average,82,Back,Mathematics:74.89; Art:73.76; Physics:70.59; Chemistry:82.20; History:78.09; English Language:75.60; Geography:72.30; Biology:83.35,Moderate,Moderate,TRUE,Low,Needs Improvement,High,Separated,3931.96,Shared,FALSE,TRUE,TRUE,FALSE,FALSE,5.5,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Laura Graves,Good,96.29,Middle,Mathematics:90.15; Art:89.56; Physics:85.70; Chemistry:84.90; History:88.68; English Language:98.02; Geography:95.75; Biology:100.00,Moderate,High,TRUE,Moderate,Needs Improvement,Moderate,Single,641.65,Owned,TRUE,TRUE,TRUE,FALSE,FALSE,4.8,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Jessica Floyd,Average,84.03,Back,Mathematics:52.60; Art:55.34; Physics:50.04; Chemistry:56.82; History:54.48; English Language:44.23; Geography:56.44; Biology:57.62,Low,Low,FALSE,Moderate,Needs Improvement,Moderate,Single,1658.76,Rented,TRUE,TRUE,TRUE,FALSE,FALSE,2.2,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Micheal Turner,Average,77.84,Back,Mathematics:80.15; Art:81.93; Physics:76.19; Chemistry:72.90; History:74.07; English Language:68.01; Geography:76.73; Biology:71.96,Low,Low,TRUE,Moderate,Needs Improvement,Low,Widowed,3127.37,Temporary Shelter,FALSE,TRUE,TRUE,FALSE,FALSE,3.2,FALSE,TRUE,Gaming,FALSE,2.3,None,None,TRUE,1.5
Donna Wise,Average,88.13,Side,Mathematics:62.76; Art:62.14; Physics:58.79; Chemistry:51.73; History:57.12; English Language:43.33; Geography:50.98; Biology:53.74,Low,High,FALSE,Moderate,Needs Improvement,Low,Single,2616,Owned,FALSE,FALSE,TRUE,FALSE,TRUE,4,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1
Beth Wood,Average,88.25,Side,Mathematics:70.03; Art:67.12; Physics:68.74; Chemistry:69.90; History:64.32; English Language:73.51; Geography:64.94; Biology:67.13,High,Moderate,FALSE,Moderate,Good,None,Widowed,4997.85,Shared,TRUE,FALSE,FALSE,TRUE,TRUE,2.6,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.2
Peter Smith,Average,82.9,Middle,Mathematics:39.22; Art:38.08; Physics:49.97; Chemistry:35.97; History:42.48; English Language:45.13; Geography:40.04; Biology:46.54,Moderate,Moderate,TRUE,Moderate,Needs Improvement,Low,Divorced,2877.48,Shared,TRUE,TRUE,TRUE,FALSE,FALSE,4.2,FALSE,TRUE,Other,TRUE,3,Negative,Sports,FALSE,0
Nicole Castaneda,Average,77.66,Side,Mathematics:86.41; Art:80.77; Physics:76.71; Chemistry:81.14; History:79.79; English Language:82.48; Geography:68.55; Biology:78.51,Moderate,Moderate,FALSE,Low,Moderate,High,Widowed,3354.97,Owned,TRUE,TRUE,FALSE,FALSE,TRUE,5.8,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Elijah Jones,Average,78.33,Front,Mathematics:56.73; Art:51.13; Physics:53.54; Chemistry:60.71; History:56.03; English Language:60.00; Geography:50.41; Biology:47.14,Low,Moderate,FALSE,Low,Needs Improvement,Low,Separated,4708.99,Temporary Shelter,FALSE,TRUE,FALSE,TRUE,FALSE,5.3,TRUE,TRUE,Other,TRUE,2.8,None,Educational,TRUE,1.6
Christina Mullins,Average,78.05,Middle,Mathematics:66.19; Art:72.16; Physics:60.81; Chemistry:56.01; History:56.89; English Language:59.81; Geography:67.67; Biology:64.23,High,Low,FALSE,Not Specified,Good,Moderate,Single,4533.83,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,3.6,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.7
Thomas Wright,Average,91.55,Front,Mathematics:52.05; Art:53.07; Physics:52.61; Chemistry:50.16; History:50.22; English Language:51.11; Geography:49.69; Biology:61.37,High,High,FALSE,High,Needs Improvement,None,Divorced,4987.01,Temporary Shelter,TRUE,TRUE,FALSE,TRUE,TRUE,3.7,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.7
Wendy Fleming,Average,87.42,Front,Mathematics:74.29; Art:78.47; Physics:74.94; Chemistry:81.81; History:60.14; English Language:68.96; Geography:81.86; Biology:76.41,Low,Low,FALSE,Not Specified,Good,High,Widowed,1826.86,Owned,TRUE,FALSE,FALSE,TRUE,TRUE,5.4,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Jennifer Wade,Good,93.57,Middle,Mathematics:73.56; Art:76.92; Physics:75.43; Chemistry:64.00; History:73.99; English Language:75.16; Geography:72.28; Biology:81.06,Moderate,Moderate,FALSE,Not Specified,Moderate,Low,Separated,1924.92,Not Specified,FALSE,FALSE,TRUE,TRUE,FALSE,5.3,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Brianna Davis,Good,94.39,Back,Mathematics:82.61; Art:62.63; Physics:70.71; Chemistry:73.23; History:77.27; English Language:74.00; Geography:69.19; Biology:77.42,Low,Low,FALSE,High,Moderate,High,Divorced,4577.31,Owned,TRUE,TRUE,TRUE,FALSE,FALSE,5.2,FALSE,TRUE,Gaming,TRUE,1.2,Positive,Entertainment,FALSE,0
Ian Hernandez,Good,95.97,Back,Mathematics:83.68; Art:78.14; Physics:78.97; Chemistry:68.10; History:85.54; English Language:88.50; Geography:89.08; Biology:73.30,Moderate,Moderate,FALSE,High,Moderate,High,Separated,3231.49,Rented,TRUE,TRUE,TRUE,FALSE,FALSE,5.5,TRUE,TRUE,Education,FALSE,2.8,None,None,FALSE,0
Laurie Daniel,Average,90.85,Front,Mathematics:66.39; Art:60.84; Physics:58.38; Chemistry:67.03; History:64.89; English Language:60.64; Geography:62.21; Biology:60.57,Moderate,High,FALSE,High,Needs Improvement,Low,Divorced,4178.01,Rented,FALSE,TRUE,TRUE,FALSE,TRUE,2.2,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Karen King,Average,84.22,Middle,Mathematics:76.45; Art:66.79; Physics:63.19; Chemistry:75.88; History:65.25; English Language:68.01; Geography:72.08; Biology:71.71,Low,High,TRUE,Not Specified,Good,None,Separated,2789.5,Owned,TRUE,TRUE,TRUE,FALSE,TRUE,2.3,FALSE,TRUE,Education,TRUE,1.5,Negative,None,FALSE,0
Jennifer Nielsen,Good,84.64,Back,Mathematics:82.95; Art:93.92; Physics:92.89; Chemistry:85.17; History:100.00; English Language:87.84; Geography:92.34; Biology:88.05,Moderate,High,FALSE,Moderate,Good,Low,Single,3607.66,Temporary Shelter,FALSE,TRUE,FALSE,FALSE,TRUE,5.9,TRUE,TRUE,Other,TRUE,3.7,Negative,Entertainment,TRUE,0.6
Christopher Cox,Average,75.65,Side,Mathematics:52.01; Art:54.57; Physics:55.36; Chemistry:47.30; History:56.65; English Language:45.07; Geography:49.52; Biology:48.65,Low,Moderate,TRUE,Moderate,Moderate,None,Married,528.93,Owned,FALSE,TRUE,TRUE,TRUE,TRUE,2.5,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Stephanie Shaw,Average,90.62,Front,Mathematics:42.44; Art:42.98; Physics:29.33; Chemistry:43.73; History:31.28; English Language:31.21; Geography:42.67; Biology:43.94,Low,Moderate,TRUE,Low,Needs Improvement,None,Married,1018.44,Owned,FALSE,FALSE,TRUE,TRUE,FALSE,4.2,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Noah Gonzalez,Good,76.25,Side,Mathematics:82.75; Art:76.50; Physics:95.08; Chemistry:77.34; History:70.83; English Language:80.83; Geography:89.72; Biology:92.02,Moderate,Moderate,FALSE,Moderate,Good,Moderate,Separated,701.73,Rented,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Lucas Newton,Average,92.57,Front,Mathematics:42.85; Art:57.79; Physics:55.54; Chemistry:64.23; History:72.22; English Language:56.75; Geography:60.04; Biology:64.01,High,High,FALSE,High,Good,None,Single,1376.65,Owned,TRUE,FALSE,FALSE,FALSE,TRUE,3.7,TRUE,TRUE,Other,FALSE,1.8,None,None,FALSE,0
Diana Brock,Average,97,Back,Mathematics:52.07; Art:51.51; Physics:43.35; Chemistry:55.74; History:46.24; English Language:49.70; Geography:48.15; Biology:47.45,Low,Moderate,FALSE,Not Specified,Good,High,Single,3836.18,Rented,FALSE,FALSE,TRUE,FALSE,FALSE,5.9,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.5
John Brown,Average,75.84,Back,Mathematics:46.86; Art:50.23; Physics:43.30; Chemistry:43.76; History:48.23; English Language:51.13; Geography:41.36; Biology:52.52,Low,Low,FALSE,Not Specified,Needs Improvement,None,Widowed,1042.57,Temporary Shelter,TRUE,TRUE,FALSE,FALSE,TRUE,2.7,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.3
David Adams,Average,92.13,Back,Mathematics:70.57; Art:72.83; Physics:70.67; Chemistry:66.42; History:62.84; English Language:65.29; Geography:72.35; Biology:75.35,Low,High,FALSE,Moderate,Needs Improvement,Low,Married,3399.73,Rented,TRUE,TRUE,TRUE,FALSE,TRUE,4.1,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Ryan Flowers,Average,81.69,Front,Mathematics:63.70; Art:73.48; Physics:72.76; Chemistry:66.45; History:61.73; English Language:71.36; Geography:65.08; Biology:67.67,Moderate,High,TRUE,Low,Needs Improvement,Moderate,Divorced,4616.81,Shared,FALSE,TRUE,TRUE,TRUE,FALSE,4.9,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.5
David Richardson,Average,98.66,Side,Mathematics:60.23; Art:65.85; Physics:58.86; Chemistry:64.73; History:58.59; English Language:58.22; Geography:61.07; Biology:58.76,Low,Low,TRUE,High,Good,None,Widowed,1321.36,Owned,TRUE,FALSE,TRUE,FALSE,FALSE,5.2,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Tamara Garcia,Average,86,Front,Mathematics:63.11; Art:64.60; Physics:56.38; Chemistry:57.85; History:73.48; English Language:60.73; Geography:69.67; Biology:60.62,High,Moderate,TRUE,Moderate,Needs Improvement,High,Widowed,1377.96,Temporary Shelter,TRUE,TRUE,FALSE,TRUE,FALSE,4.1,FALSE,TRUE,Entertainment,FALSE,2,None,None,FALSE,0
Elizabeth Chan,Average,94.54,Side,Mathematics:46.52; Art:51.47; Physics:54.15; Chemistry:53.33; History:53.46; English Language:45.44; Geography:45.95; Biology:46.96,High,Low,TRUE,Moderate,Good,Moderate,Married,1408.15,Rented,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,FALSE,TRUE,Gaming,TRUE,1.9,Negative,News,FALSE,0
Stephen Marquez,Average,75.4,Front,Mathematics:70.92; Art:73.31; Physics:61.95; Chemistry:75.38; History:69.72; English Language:73.32; Geography:63.72; Biology:68.29,Moderate,Low,FALSE,High,Needs Improvement,Low,Divorced,2527.45,Owned,FALSE,FALSE,FALSE,TRUE,TRUE,5.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.7
Brandon Shelton,Average,94.8,Side,Mathematics:71.84; Art:76.79; Physics:69.68; Chemistry:71.14; History:71.02; English Language:73.49; Geography:70.14; Biology:65.55,High,Moderate,FALSE,Moderate,Good,Low,Separated,952.16,Temporary Shelter,FALSE,TRUE,TRUE,FALSE,TRUE,2.3,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.5
Colleen Mcintyre,Average,85.79,Side,Mathematics:48.79; Art:51.01; Physics:48.60; Chemistry:50.65; History:58.30; English Language:47.29; Geography:49.63; Biology:55.77,Low,High,TRUE,High,Needs Improvement,Moderate,Single,4337.64,Shared,TRUE,TRUE,TRUE,TRUE,TRUE,4.3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Susan James,Needs Improvement,78.24,Front,Mathematics:37.45; Art:28.11; Physics:33.68; Chemistry:25.13; History:29.01; English Language:38.70; Geography:31.06; Biology:26.08,High,Moderate,FALSE,Moderate,Good,High,Widowed,2412.33,Shared,TRUE,TRUE,FALSE,FALSE,FALSE,5.2,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.7
Carrie Rubio,Good,94.14,Back,Mathematics:74.91; Art:74.04; Physics:78.56; Chemistry:76.33; History:83.47; English Language:82.11; Geography:82.01; Biology:90.44,Low,High,TRUE,Not Specified,Needs Improvement,Moderate,Single,3899.98,Owned,FALSE,TRUE,TRUE,FALSE,FALSE,4.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.8
Jacob Olson,Average,91.96,Side,Mathematics:59.77; Art:57.35; Physics:58.62; Chemistry:49.86; History:57.44; English Language:56.69; Geography:63.22; Biology:59.33,Low,High,FALSE,High,Good,Moderate,Separated,617.11,Temporary Shelter,FALSE,FALSE,FALSE,TRUE,FALSE,2.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Hannah Krueger,Average,88.47,Side,Mathematics:59.27; Art:54.31; Physics:55.85; Chemistry:70.69; History:65.99; English Language:63.25; Geography:68.52; Biology:64.39,Moderate,Moderate,TRUE,Low,Needs Improvement,Low,Married,649.06,Owned,TRUE,TRUE,TRUE,FALSE,TRUE,4.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Todd Garrett,Needs Improvement,81.55,Front,Mathematics:35.09; Art:32.22; Physics:29.76; Chemistry:31.89; History:29.39; English Language:40.13; Geography:26.10; Biology:20.53,High,Low,TRUE,Low,Good,Low,Divorced,3865,Rented,FALSE,TRUE,FALSE,TRUE,TRUE,4.7,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Shawn Williams,Good,86.55,Back,Mathematics:97.16; Art:94.59; Physics:89.91; Chemistry:89.68; History:83.12; English Language:93.12; Geography:92.66; Biology:90.97,Low,High,FALSE,Moderate,Needs Improvement,Moderate,Widowed,1595.53,Not Specified,FALSE,TRUE,TRUE,TRUE,TRUE,3.5,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.9
Riley Wood,Average,91.06,Middle,Mathematics:66.00; Art:63.31; Physics:67.30; Chemistry:62.00; History:63.71; English Language:53.23; Geography:62.52; Biology:67.29,Moderate,Moderate,TRUE,Not Specified,Moderate,None,Separated,3125.75,Owned,FALSE,TRUE,TRUE,TRUE,TRUE,5.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Jeffery Kelley,Average,81.83,Middle,Mathematics:43.61; Art:36.41; Physics:43.11; Chemistry:38.86; History:36.06; English Language:48.28; Geography:36.35; Biology:54.83,Low,Low,FALSE,High,Needs Improvement,Moderate,Separated,1325.88,Rented,FALSE,TRUE,FALSE,FALSE,FALSE,3.1,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Elizabeth Moreno,Average,96.33,Back,Mathematics:44.70; Art:57.57; Physics:43.03; Chemistry:37.37; History:37.23; English Language:42.55; Geography:39.15; Biology:45.04,Low,High,FALSE,High,Needs Improvement,High,Divorced,2483.02,Rented,FALSE,TRUE,FALSE,FALSE,FALSE,5.8,TRUE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Kathleen Turner MD,Average,94.98,Side,Mathematics:64.63; Art:56.05; Physics:59.27; Chemistry:60.16; History:61.32; English Language:61.41; Geography:53.61; Biology:64.80,Moderate,High,TRUE,Low,Good,None,Married,4198.06,Not Specified,TRUE,TRUE,TRUE,FALSE,TRUE,3.7,TRUE,TRUE,Entertainment,FALSE,2.9,None,None,FALSE,0
Colleen Castillo,Average,87.96,Back,Mathematics:75.11; Art:72.48; Physics:72.90; Chemistry:84.18; History:80.49; English Language:77.78; Geography:66.37; Biology:72.66,Low,Moderate,FALSE,Low,Good,None,Single,2841.59,Owned,FALSE,TRUE,FALSE,TRUE,FALSE,2.3,FALSE,TRUE,Other,TRUE,2.7,Negative,Sports,FALSE,0
Brittany King,Average,86.69,Back,Mathematics:67.21; Art:61.71; Physics:58.49; Chemistry:64.53; History:62.98; English Language:66.84; Geography:62.85; Biology:62.84,Low,Moderate,TRUE,Low,Moderate,Low,Separated,1447.7,Not Specified,FALSE,FALSE,TRUE,TRUE,FALSE,4,TRUE,TRUE,Other,TRUE,2.6,Neutral,Gaming,TRUE,1.4
Gregory Jones,Average,96.29,Side,Mathematics:35.16; Art:34.99; Physics:18.81; Chemistry:32.11; History:30.84; English Language:33.60; Geography:31.17; Biology:39.07,High,Low,FALSE,Not Specified,Needs Improvement,Moderate,Widowed,1244.56,Rented,TRUE,FALSE,TRUE,TRUE,FALSE,4.8,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.3
Audrey Johnson,Average,85.66,Side,Mathematics:42.11; Art:39.79; Physics:39.75; Chemistry:38.96; History:43.06; English Language:37.30; Geography:48.99; Biology:48.74,Moderate,Low,TRUE,Low,Good,Moderate,Separated,3014.47,Temporary Shelter,FALSE,FALSE,TRUE,TRUE,TRUE,2.3,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Michele Snyder,Average,91.61,Front,Mathematics:30.67; Art:28.07; Physics:31.27; Chemistry:33.04; History:33.27; English Language:35.31; Geography:32.57; Biology:29.99,Moderate,Moderate,FALSE,Low,Moderate,Moderate,Widowed,3960.07,Owned,TRUE,TRUE,FALSE,FALSE,FALSE,2.7,FALSE,TRUE,Education,TRUE,1.4,None,None,TRUE,1.7
Karen Thomas,Average,91.71,Front,Mathematics:45.91; Art:44.76; Physics:49.89; Chemistry:46.28; History:50.22; English Language:52.63; Geography:53.37; Biology:52.31,Low,Low,FALSE,High,Good,Low,Divorced,2123.87,Shared,FALSE,TRUE,TRUE,FALSE,TRUE,5.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Emma Dunlap,Average,99.39,Side,Mathematics:59.81; Art:69.95; Physics:63.77; Chemistry:69.79; History:60.92; English Language:60.91; Geography:67.37; Biology:67.14,High,High,FALSE,Moderate,Needs Improvement,None,Widowed,551.75,Shared,TRUE,TRUE,FALSE,FALSE,FALSE,5.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1
Kimberly Luna,Average,97.32,Front,Mathematics:69.55; Art:67.19; Physics:67.06; Chemistry:77.54; History:76.96; English Language:69.23; Geography:61.02; Biology:63.31,Low,Moderate,TRUE,High,Needs Improvement,Moderate,Married,1118.57,Temporary Shelter,TRUE,FALSE,FALSE,TRUE,FALSE,5.4,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Robert Johnson,Needs Improvement,80.93,Middle,Mathematics:35.31; Art:19.52; Physics:32.76; Chemistry:35.13; History:29.19; English Language:34.87; Geography:21.96; Biology:39.50,Moderate,Moderate,TRUE,Low,Needs Improvement,High,Separated,2831.28,Not Specified,TRUE,FALSE,FALSE,TRUE,TRUE,3.9,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
